"","GEOID","NAME","variable","estimate","moe","geoid_int","sf_tag","area","intersection_area","coverage","pre_screened","dac","Utility"
"72","13362","ZCTA5 13362","S1901_C01_012",NA,NA,13362,FALSE,715303.986679332,715303.986679519,1.00000000000026,FALSE,FALSE,"NYSEG"
"73","14850","ZCTA5 14850","S1901_C01_012",53239,2720,14850,FALSE,327982228.372849,327982228.372745,0.999999999999683,FALSE,TRUE,"NYSEG"
"74","12933","ZCTA5 12933","S1901_C01_012",NA,NA,12933,FALSE,75049.6772031688,75049.6772026218,0.999999999992711,FALSE,FALSE,"NYSEG"
"75","13024","ZCTA5 13024","S1901_C01_012",NA,NA,13024,FALSE,120890.854748841,120890.854748841,1,FALSE,TRUE,"NYSEG"
"76","14206","ZCTA5 14206","S1901_C01_012",37946,2743,14206,FALSE,12599332.8520841,3002266.37278118,0.238287725868323,TRUE,TRUE,"NYSEG"
"77","12750","ZCTA5 12750","S1901_C01_012",79712,52409,12750,FALSE,11530451.7840161,11530451.7840293,1.00000000000115,FALSE,FALSE,"NYSEG"
"78","14218","ZCTA5 14218","S1901_C01_012",38634,2798,14218,FALSE,21451339.5496954,2471598.17316865,0.115218826658485,FALSE,TRUE,"NYSEG"
"79","14858","ZCTA5 14858","S1901_C01_012",54063,12033,14858,FALSE,94244008.6486096,94000263.041099,0.997413675298772,FALSE,FALSE,"NYSEG"
"80","12873","ZCTA5 12873","S1901_C01_012",62679,14968,12873,FALSE,54536061.9003649,49869164.2089808,0.914425473186709,FALSE,FALSE,"NYSEG"
"81","13166","ZCTA5 13166","S1901_C01_012",62774,4853,13166,FALSE,107562407.227161,58774502.1464316,0.546422339008326,FALSE,TRUE,"NYSEG"
"82","14740","ZCTA5 14740","S1901_C01_012",56131,5850,14740,FALSE,67383641.5869831,29019715.2446578,0.430664098306372,FALSE,FALSE,"NYSEG"
"83","13332","ZCTA5 13332","S1901_C01_012",51458,6461,13332,FALSE,127577793.677848,127577793.677597,0.999999999998034,FALSE,FALSE,"NYSEG"
"84","12950","ZCTA5 12950","S1901_C01_012",66136,16796,12950,FALSE,122058105.436227,122058105.436228,1,FALSE,FALSE,"NYSEG"
"85","10589","ZCTA5 10589","S1901_C01_012",103239,13338,10589,FALSE,21991575.2742991,21991575.2743078,1.00000000000039,FALSE,FALSE,"NYSEG"
"86","13790","ZCTA5 13790","S1901_C01_012",45114,2733,13790,FALSE,75533324.7155894,75533324.715556,0.999999999999558,FALSE,TRUE,"NYSEG"
"87","14839","ZCTA5 14839","S1901_C01_012",52083,11562,14839,FALSE,113856252.955304,113856117.971811,0.999998814439358,FALSE,FALSE,"NYSEG"
"88","13736","ZCTA5 13736","S1901_C01_012",63309,16064,13736,FALSE,156971464.302787,156971464.302726,0.999999999999612,FALSE,FALSE,"NYSEG"
"89","13147","ZCTA5 13147","S1901_C01_012",53333,10850,13147,FALSE,92782379.9879233,92782379.9879817,1.00000000000063,FALSE,FALSE,"NYSEG"
